,ProductId,UserId,ProfileName,Time,Text,Sentiment,Helpfulness,date,flag,sarcasm,Product,country,lang,url
733,B001HTKZ5S,A2AF5SS29LC4BB,"Andrea Zalesakova ""AZ""",1269993600,"Well, I opened it and it is grayish sticky mess. I'm so mad at myself for wasting my money, and not trying to make it from scratch at home. Which would probably end up better and cheaper. Oh well, live and learn!",-1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
734,B001HTKZ5S,A3KJ6JZ8MWERPG,RnnrGrl,1264896000,"I love Cherrybrook Kitchen and have tried almost all of their products.  I was excited to try the Ready to Spread frosting, as I do not usually keep the needed ingredients on hand for their box frosting.  I am not a picky eater, especially if the item contains sugar... but this was horrible!  The consistency is absolutely nothing like regular canned frosting.  It is not light and fluffy.  It is very gooey.  I cannot even imagine trying to spread it on a cake - it would rip it to pieces because it is so thick and gooey.  I did not even try it on a cake, because the taste and texture were so off-putting.  Seriously, do not waste your money!",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
735,B001HTKZ5S,A1USXH72S0TD4B,Michelle M. White,1287100800,"This product was such a disappointment!  As all the other reviewers said, it's a gluey, sticky texture more akin to Elmer's Glue than to an edible food product.  The flavor was sickening sweet.  I actually thought that the frosting had spoiled.  It was that bad!  Save yourself the time and $$ (I paid $4.99) and make your own frosting or go with another brand.  Cherrybrook cake and cookie mixes are so good.  It's hard to believe they even sell this.",-1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
736,B001HTKZ5S,A1ZE87EABE7FVQ,"ClaraP ""BookHooked""",1284249600,"I am glad I found this on the reduced rack for 99c. The taste was not bad but no way I could frost my cake. It stuck to the knife,ran down in strings,what a mess. I too thought I had gotten a bad batch.My GDs birthday cake looks like crap. Who would buy this mess. Horrible",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
737,B001HTKZ5S,A2USOYPY0M1R6X,Colleen,1282608000,"I recently purchased this on sale at my local grocery store... now I know why it was on sale!<br /><br />This is not a fluffy, creamy white frosting you'd expect to find when opening the jar. Now, I wasn't expecting it to be just like Betty Crocker, but it was pretty bad. Like others said, it is a gluey/tacky mess that would completely ruin a cake if you tried to spread it on.  It reminds me of taffy that hasn't quite hit the right stage in the candy making process.  The taste isn't that great either, and it's sickeningly sweet (even for frosting).  The only thing it might be used for is a frosting for cinnamon buns?  I still don't think it would be the right consistency...",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
738,B001HTKZ5S,AOHGLP2W3B3I4,Scott Schrantz,1281312000,"I can honestly say this is the worst frosting we have ever bought. It's kind of generous to call it frosting, it has more the consistency of rubber cement. And since we were in a time crunch, we didn't have the luxury of going back out to the store for a different frosting, so we forged ahead and decorated a cake with it. Horrible experience, bad enough to put us off cake decorating forever. It spread about as easily as chewing gum, stuck to everything it came in contact with, and got crumbs of the cake mixed up in it. On top of all this, it didn't even taste good. By the time we were done decorating, we knew there was no way we could feed this mess to our family. So we ended up going to the store anyway to buy a pre-made cake. Our cake, which took twice as long to decorate because this stuff is so gooey, was used as a centerpiece. A really ugly centerpiece, that cracked and peeled as the frosting dried.",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
739,B001BB3LW6,A388FLQFOEM0IO,Diana Solomon,1276732800,I work in college Financial Aid and keep a bowl of these on my desk for the students.  I used to buy them in the grocery store then learned I could get them for less online ($17 for 3lb bag) and thought that was a good deal - until I found this GREAT deal!,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
740,B001BB3LW6,A1ZS6CRXGZX4YE,R. Martin,1308182400,Well worth the money. I did the calculations on different bags and this dollar amount  is an excellent value. There are approx 2338 pops in the box. So far I've been through about half the box and have found about 3 without wrappers. That's pretty good considering. If you need 30lbs of dum-dums go for this product. Enjoy.,1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
741,B005Y0DXBO,A21TGZU9EXJ272,mizztanya,1336435200,"This is pretty good canned meat. The sausage I used in dirty rice, the hamburger I used for taco salad, the chicken with wild rice, and the pork with stuffing. the turkey I gave to a neighbor because I don't eat it. The various meats are all pretty good quality and was enough for 3 large portions each can. There weren't large chunks of fat or gristle in any of the cans, which I've experienced plenty with some brands of canned meats. The proportion of liquids to meat was fair too, it's not one of those with a spoonful of meat and the rest is liquid either, though it does all need to be cooked and shrinks quite a bit due to high fat content in the meat. None of the meat was seasoned, at all. This is very helpful as the meat can be used with any flavoring. There is a mild ""spam""-like texture and taste to the meats(but way better than spam any day), almost a brine or something, that's why I heavily seasoned it. Don't plan on frying anything in the fat from these meats, it gave everything a slightly rancid, soury taste...no idea why! Due to the higher calories and higher price, I will only stock this as emergency food. I will buy more for that reason.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
742,B001LO4ZWI,A1K7OUOZGT6EG3,"Zak Rudy ""muzak""",1328659200,"Bear with me while I do amazon's work for them and copy from the Lakewood website:<br />---------------------------------------<br />Nutrition Facts<br />32oz UPC 042608460503<br /><br />Serving Size 8 oz<br />Serving Size 240 ml<br />Amount Per Serving<br />Calories 125  Calories from Fat 25<br />% Daily Value*<br />Total Fat 3.5g  6%<br />Saturated Fat 0.5g  4%<br />Trans Fat 0g<br />Cholesterol 0mg  0%<br />Potassium 370mg  10%<br />Sodium 25mg  1%<br />Total Carbohydrate 28g  9%<br />Dietary Fiber 4g  16%<br />Sugars 21g<br />Protein 2g<br /><br />Omega 3 40mg, Omega 6 600mg, Omega 9 2400mg, Vitamin A 20%, Vitamin C 100%, Calcium 6%, Iron 8%, Vitamin E 6%, Vitamin B1 (Thiamin) 6%, Vitamin B2 (Riboflavin) 4%, Niacin 6%, Vitamin B6 8%, Folate 8%, Magnesium 8%, Zinc 2%, Phosphorous 4%, Vitamin K 15%,<br />*Percent Daily values are based on a 2,000 calorie diet<br /><br />Ingredients<br />Certified Organic Juice Blend (Organic Acai, Organic Apple, Organic Concord Grape, Organic Grape, Organic Pomegranate, Organic Blackberry, Organic Blueberry, Organic Red Tart Cherry, And Organic Acerola Cherry From Concentrate); Organic Goji Berry, Natural Fiber (Organic Guar, Xanthan, Carrageenan, Sodium Alginate And Organic Locust Bean), And Organic Rose Hip.<br /><br />Gluten FREE* Casein FREE GMO FREE*<br />100% Fruit Juices are Gluten-Free<br />---------------------------------------<br /><br />This is an excellent Lakewood juice- they call it juice but it's as thick as an Odwalla drink like a smoothie. With all that's in it, this is a very good value. Considering you can pay as much for any one of the ingredients in it. My personal use is to add this to kombucha, maximizing it's longevity that way, I've tried many but this one is the best for kombucha. They say an 8oz glass has 2 servings of fruit on the Lakewood website. It's quite tasty in that it's not too sweet, very thick textured even with the tiny bits of seed in it reminiscent of a banana smoothie. The ingredient list is somewhat confusing but note that only the Acerola Cherry is from concentrate, everything else is fresh pressed. Acai is very high on the ORAC scale of anti-oxidants, Rose Hips are also very high, everything else is in the mid to high range of fruit. Pomegranate has many beneficial properties beyond just anti-oxidants as well, it's a noteworthy fighter of heart disease and Alzheimer's type dementia. Considering the price of Goji berries I really like their inclusion in this drink, albeit at a lesser level.<br /><br />BTW: Amazon had only 1 day wait before shipping.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
743,B001LO4ZWI,A2M687HYOW9JFW,dream factory,1334448000,"A watered down perversion of the acai berry.<br /><br />This juice comes on strong and harsh.  With tart aftertaste and no texture.<br /><br />That's because it is mostly apple juice, grape juice, pomegranate juice, blackberry juice, blueberry juice, and tart cherry juice.  Oh yeah there is some acai berry juice mixed into this concoction.<br /><br />You shall not find that distinctive  smooth chocolaty acai flavor here.  There is no milky mouth pleasing texture neither.  For that exotic unique acai experience try Zola or Samzon  brands.<br /><br />I'm not saying that this Lakewood juice product isn't nutritious.  That's not my point.  I'm saying that it's a juice blend that does not taste anything like the real acai juice.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
744,B000QWXG9O,ANUUF3N6B9NTA,Tabitha,1348185600,"This product is made by Annie's Inc. in Berkely, CA--made in the USA.  The product maintains excellent organic integrity, and it is stored in 100% recycled paperboard packaging.<br /><br />The manufacturers also support family farms - use organic milk, butter, and yogurt.  The product takes approximately 10 min. to prepare.  The product contains dairy and wheat, and it has been exposed to equipment that also processes egg and soy products.<br /><br />The ingredients include organic whole wheat shell pasta, organic valley organic cheddar cheese (organic cultured pasteurized milk, salt, non-animal enzymes), organic whey, salt, and sodium phosphate.<br /><br />This is a mildly flavored whole wheat macaroni & cheese dinner.  This mac and cheese is a wonderful comfort food.  The pasta is firm, and it has an excellent flavor.<br /><br />There are no artificial flavors, synthetics colors, or preservatives.  The pasta was produced without antibiotics, synthetic hormones, or persistent pesticides.<br /><br />This pasta is simple to make and it has a wonderful texture.  There are 2.5 servings per box (2.5 oz).  Each serving contains 250 cal., 4.5 g fat, sat. 2 g fat, 10 mg cholest., 570 mg sodium, 43 g carb., 5 g fiber, 6 g sugars, 9 g protein.<br /><br />However, the cheese envelop is not exactly sufficient even when you add the butter, milk, or yogurt.  To add that wonderful rich smooth cheese flavor that accompanies mac and cheese, you will have to add your own organic cheese.<br /><br />The cheese packet falls flat on flavor and it does not contain a sufficient amount to coat the pasta.  I give this mac and cheese a 5/5 on packaging, 5/5 for maintain organic integrity, 5/5 on texture, and a 2/5 for flavor.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
745,B000Y2EJHY,A7IFA2NZR7YV0,pmen123,1344902400,"If this flavor lasted longer than it does, I'd probably die of starvation for lack of wanting to take it out of my mouth.",0.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
746,B000Y2EJHY,A11V8XN8SUHPOV,"Marilyn Demaio ""mumsie""",1263945600,this gum is super sick.tatooes are killin.flavor is a spankin'.this brings back bomb diggity memories yo.peace out.,-1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
747,B004WJAUBE,A2DYZJ8D7QD1KE,Debs,1327536000,"My husband and I were very disappointed in this coffee, very weak, watery cup of coffee. A definite waste of $13.00.",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
748,B0035YE9CS,A3K0UVMET7SEWE,Electric Leaf,1283644800,"This is pretty good regular style soy sauce.  But it is not super-wonderful-better than any other good quality soy sauce you can buy in an Asian market.  The main value is as a unique gift.<br />  In the Japanese soy sauce world, there are 4 types: regular, mild (usukuchi), for raw fish (sashimi) and light colored.  Bluegrass soy sauce is regular style.  Compared to Kikoman (a good commercial brand that is widely available) Bluegrass starts saltier, is flat in the middle, then ends with a complex & interesting flavor.  Kikoman is less salty initially and has a round, full flavor in the middle.  Doesn't have the complex ending flavors.  For me, the initial saltiness of Bluegrass is a minus and Kikoman's full middle flavor is a plus.  I prefere Kikoman, especially for dipping sushi where the flavor is more direct.  But I lived in Japan for many years and am used to the standard Japanese flavor.  I haven't tried Bluegrass blended in other food as a background flavor, which is how soy sauce is usually used.<br />  Bluegrass is a perfectly good soy sauce.  Each brand has a different flavor and everyone has their favorite.  If you want a unique Kentucky gift for an Asian friend, this is different than the standard bottle of Bourbon or box of chocolate.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
749,B0035YE9CS,A2PXWG7EVCNJ9H,Robert,1305244800,"I watched an episode o ""How Things are Made"" on Discovery Channell and saw Bluegrass Soy Sauce featured.  On a whim, I ordered a bottle.  It took several weeks to arrive, but when it did - what a surprise.  My teenage son wanted to try it, and did.  He loved it immediately.  Now he puts it on many things. My wife and I were very pleasantly surprised and liked it very much.  In the past, I made many trips to the Far East and developed a real liking for Soy Sauce (where virtually all of it is made).  What a treat to find a handmade American product, that competes with (and wins), against a Japanese/Chinese national staple!",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
750,B0035YE9CS,A7H19XVU8BGKB,Robert Ritter,1314489600,"My bottle arrived just in time for a sushi dinner and game night planned with friends.  I had three soy sauces to choose from.  After some sampling we were all using the Bluegrass!  Everyone enjoyed the light smoothness a subtle sweetness.  We were splashing right on every piece, rather that dunking/dipping. Friends wanted to know where I found it. I'm going back to order more right now, and I'll be ordering 3 extra bottles because they are going to make a great little gift that's affordable and unique; instead of the traditional bottle of wine that so common it's boring.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
751,B0035YE9CS,A34O62IDVYW7X9,"Mark P. Stevens ""Utard""",1348876800,If you enjoy the flavor of soy you will really like this.<br /><br />Plus its hand made in the good ole USA.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
752,B0035YE9CS,A3GK03NK0A7GHQ,"J. Lyman ""amazon addict""",1348704000,I recently acquired a bottle of this and was immediately impressed.  It has good flavor without all the excessive saltiness of supermarket brands.  I've used it for marinades and dipping sauces in addition to straight use and in all cases it has added a little something extra.  Quite a surprise to find an American made soy sauce that tastes this good!,1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
753,B0035YE9CS,A1MG1L05INR6K,"ertrstso ""furbabies""",1346371200,"This soy sauce is the best we have ever had.  Thanks to Amazon, we were able to find it again.  It makes a big difference when using this product.  Thanks again",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
754,B0035YE9CS,A2ZVXWYWGSEIVF,"Teresa C. Holder ""Cook book Gatherer""",1305072000,This is the most delicious soy sauce I have ever tasted.  I will surely order it again.  Such deep flavor.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
755,B0035YE9CS,AGXFRN1RZKI4J,Earl Hudson,1321228800,"Saw this on How it is made, which was a very interesting process.<br />Decided to give it a try, I really enjoy the flavor it adds.<br />Looking forward to trying it on several more dishes.<br />Thanks to those who brewed it!",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
756,B0035YE9CS,A1Z1RVRG9CFCB7,taostalk,1343779200,most soy sauce is from Japan but they are having problems with radiation in their soy bean fields. I am not sure how long the contamination will last. I like the idea this product claims no GMO seeds. yea  You pay more but decided not to take a chance on Japan.,1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
757,B006JWQFC0,A2C9XE9I8RSKNX,J. Johnson,1351036800,"I'm pleased with these- wasn't sure how they'd be able to replicate the autumn classic flavors of caramel apples, but figured Werther's was a good bet.  I'm diabetic, so wolfing down a real caramel apple when the mood strikes just can't happen as often as I'd like to do so.  But these are tasty enough to get me through until I can 'carb budget'  the real thing. These are made with sugar alcohols, so it's wise to limit how many are eaten in a day unless you're going to be near home and have turbo-flush on your toilet.  (TMI???)  This pack of 6 will last a while, but they're definitely a 'will reorder'.  :)",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
758,B006JWQFC0,A1WWAQFIYLCL0Y,"Richard L. Costello ""rbjrev""",1350259200,"This item, WERTHER'S SUGAR FREE HARD CANDY, if consumed, will give you - or your friends, loose bowels. I purchased 12 bags and discovered more than a bowel problem: You can't return them. Need a laxative? I have ten unopened bags you can have - for free.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
759,B009HINRX8,A3N9477PUE6WMR,patc477,1323302400,"This is a bold blend that has a great taste. The flavor comes bursting through. I usually brew & drink Organic Sumatra Mandeling from BJ's. I use this blend exclusively, so to get a cup that rivals the complex flavor from my Tassimo brewer is fantastic. Come on Amazon add it to the subscription service.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
760,B009HINRX8,ADDBLG0CFY9AI,S.A.D.,1326758400,"We've tried many Tassimo flavors.  This is by far our favorite.  Our normal cup of coffee is Starbuck's house blend out of a Cuisinart pot but one or two days a week we use our Tassimo.  This coffee is rich but not too stong.  I don't understand the current price over $20 for 14 disks and hope that it will be lowered on Amazon.  For now, we'll buy elsewhere.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
761,B009HINRX8,A1OEL4UZT3KKI4,"coffee drinker in PA ""coffee drinker in PA""",1344988800,"This is one of the best choices, in my opinion.  I also adore Amazon, but they need to negotiate a better price for their Tassimo Disks.  These are available at BedBath & Beyond for $10. and I always get 20% off which brings it down to $8.00 --- they were $7.50 (before the 20% off readily available coupons) until about 3 months ago.  Again, this is an excellent blend with full flavor - not bitter - I think it's my favorite.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
762,B009HINRX8,A39BLB42U7M6BD,James Brooks,1344643200,"I have tried about 75% of the available T-Discs, and the Kona Blend is one of the best regular/unflavored coffees for Tassimo. It has a nice smooth flavor that is not overpowering, and has a pleasant aroma. Personally, I would enjoy it more if it were stronger/bolder. However, being a bit mild, it goes well with breakfast and/or (gluten-free) baked goodies. I find it mildly perplexing that this product is not available from tassimodirect, nor is a subscription service available. Originally found this at (Dead Bats from) Beyond, used a 20% coupon, and was happy with the final price.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
763,B009HINRX8,ATNQNZEHWMR9U,Kokopelli,1337385600,"This coffee is good but, for me, it's nothing special. I will buy it again because it's a nice, mellow blend, and my favorite daily coffee, Nabob, must now be shipped from Canada. However, on my first order to the Canadian company, it's taking a long time to be delivered (still haven't gotten it).<br /><br />The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this ""Kona coffee"" is actually only 15% Kona. If you look very carefully at the photo of the disc, you can see that information, and there's a legal disclaimer saying that the product may not match exactly with the description. So it's my fault for not reading more carefully, but I was happy to see what I thought was 100% Kona and wasn't careful. I've bought the 15% Kona before in a local store and did know that there was such a product in the Tassimo discs, but I just read the product title and ordered.<br /><br />As I said, the coffee tastes good, the amount of coffee is the usual amount, neither the small cups of some European coffees or the extra large size, and I would recommend the coffee. Just be aware that this is blended coffee with only 15% Kona. And don't expect it to come in a flash, as it did when Amazon Prime delivered it.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
764,B009HINRX8,A2CAZG1CQ8BQI5,Patricia J. Nohalty,1337212800,Of all the coffee's available for Tassimo this Kona has the richest flavor and fantastic aroma by<br />far my favorite.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
765,B0016J4QKO,A1MEI40LLXKQF6,S. Walton,1348963200,I think these are my favorite cookies ever. Really light and creamy. Too bad you can no longer find them anywhere for less than two-hundred count! I don't think I need THAT many.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
766,B001EPPE42,A17PGKUKZB9XD,don,1330646400,"This kind of tea not good ....!Taste and smell so wear it's not like tea ,and feel like some thing chemical.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
767,B000NF69ZM,A3FVAWZNKW9GX,"A.Trendl HungarianBookstore.com ""What should ...",1243123200,"The Milka Naps Mix Gift Box is a fun, unique gift for those tired of Whitman's and the usual American brands. Nothing wrong with Whitman's, but sometimes a change of look and flavor is nice.<br /><br />As a sampler, it provides only a few of the Milka options. Four flavors are here: noisette, hazelnuts, alpine milk and strawberry. All are delicious, though I don't like strawberry/chocolate (in any candy) personally, and give those away to eager friends. The Naps box are perfect for coffee tables and as a standalone dish at work.<br /><br />Milka and its famous purple cow, is owned by Kraft, is an eastern European chocolate originally produced in Switzerland and is available in Germany, Austria, Hungary and other nearby countries.<br /><br />Distribution is still weak in the United States, but can be found increasingly in larger cities. Usually, then, it is found only in international grocery stores, though it pops up in eclectic grocers from time to time. It has been around 100 years. Whether or not Kraft will change the recipe has yet to be seen. For now, the texture and taste are better than Hershey's and Nestle. It is a smoother, creamier basic chocolate.<br /><br />I fully recommend the Milka Naps Mix Gift Box.<br /><br />Anthony Trendl<br />editor, HungarianBookstore.com",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
768,B000NF69ZM,A2MSYPB6Z5RWK0,amanda,1340323200,"I ordered for my dad for fathers day and he ate the whole box within two days.<br />He said it tasted really good, now I want to order some for myself, haha.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
769,B000NF69ZM,A1USMRT33PBEKJ,DNK,1337817600,"Great candy and our family loved it.  It was smaller than I imagined it and I thought it was expensive for how small it was.  However, I am in Germany and can get it easier here.  The shipping to the USA makes it expenive.  Great product and fun for our USA family to receive.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
770,B005YNDIAW,AGE88BOVVQ22J,MJ,1340582400,"I eat mustard with everything, this is hands down THE BESt mustard I have ever tried, in fact everyone I tell to try some, falls in love with it as well. Spicy, tasty, real quality.<br />If you like spicy mustard, you will love this.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
771,B005MZIJBU,A1SNAYITRIW75P,"Rizearcher ""CrazyAboutReviews""",1348790400,The laddoos turned bad in a few days after we received it. No other item inside our fridge turned bad.,-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
772,B002KXDK48,A3GW42Z2T2K1IF,"Chuckster ""Chuck""",1266278400,This product works wonders if you have stomach issues.  I would buy again once I need more. :0),1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
773,B001FKQQDO,A2TN9C5E4A0I3F,Jimmy,1345161600,Bought this at a local specialty-item store because I adore chutney.  Because of the higher price and being sold like a gourmet item I wrongly thought it would be better than the affordable brands sold at the supermarket.  Wrong.  It is mostly gel (jelly) with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwiches...I've had much better and that's just talking about the supermarket brands.  Very disappointed.  Money does not buy quality.,-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
774,B000WFM204,A2NH6AZFB199O1,DocBeiter,1329955200,"Our ferret loves this rabbit; it's a nice high protein treat in addition to his regular Evo ferret diet. The price was reasonable compared to our local pet store, which doesn't often have this item in stock.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
775,B007ZENY5W,AQZ9FQYW60HJ4,Home schooler,1339718400,"My son made this.  He didn't have the patience to be precise about the water temperature and when, half an hour before it was done, it appeared not to have risen at all--I feared for the worse.  Determined to be polite, I agreed to have a sandwich using the bread.  It was amazing.  Apparently it rises during the baking or something.<br /><br />Great tangy flavor (perfect for a meat sandwich imho) and not heavy at all.  Fortunately we had lots of deli meats, since the whole loaf disappeared within the hour.<br /><br />We've had all but the sourdough peasant bread so far; I'm sure that will be delicious as well.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
776,B002ONIVX4,A2AZIBY2PKLW96,LuvBeingAMommy75,1283212800,"These were great - just as described. Used them for a bee-themed party, and now we use them as ""to go"" packs of honey for our coffee and tea.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
777,B002GUWBMC,A2J0QB01UVSH0Q,Trishelle Duncan,1328400000,This is NOT Disco Dust which is edible and made for baking. DO NOT purchase this product for such purposes!,0.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
778,B0018DQFPC,A2CYNULOBYISAZ,Angel L. Maki,1262995200,I was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken. I couldn't send it back as i needed for a project.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
779,B0018DQFPC,A36MP37DITBU6F,"Enchanted  In  Dixie ""Enchanted""",1247875200,"Really easy project for family fun anytime not just for Christmas. Just put icing between cookies and stack. Then ice outside and decorate. Great for all ages. Strawberry licorice rope looks like stuck together but just find end and unwind.<br /><br />* CAUTION UNDER 3** Small hard candy decorations swallowing hazard.<br /><br />Comes with everything you need except bowls an spoons.<br />contains :<br />cookie pieces<br />Large bag yellow colored icing ( East to mix with just fork, you add water slowly as to not get to thin)<br />small white icing bag (you add water slowly)<br />green color to add to small amount of white<br />3 clear decorator<br />4 plastic decorator tips ( can save to reuse)<br />small bead candy for decoration 9chokign hazard)<br />strawberry licorice rope<br />1 small tube of orange writing icing<br />Hard candy wreath decoration about 2"" diameter<br />Gummy Spongebob about 4"" tall<br />Gummy Patrick about 4"" tall<br /><br />Icing set up hard so when you go to eat  it has to be pried apart in pieces. Cookies do get a little softer in the middle.<br /><br />Make anytime of year. Leave off wreat and Patrick and cut out Spongebob's head so does not look like chirstmas.",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
780,B0018DQFPC,AEC3FERY6U28I,BigCityLady,1293408000,My son is a SB fanatic so I was so excited to find this for the 2010 holiday season as every year we do some version of gingerbread. I knew by reading reviews that there wouldn't be enough yellow frosting so I whipped up so edible glue (water and confectionery sugar) to hold the levels of gingerbread that make the pineapple and save the yellow frosting for the outside - this worked great. It was a really fun idea that we enjoyed creating. The licorice was worthless though...,1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
781,B0018DQFPC,A5EQO6GVEIT4M,lazylana05,1291852800,"this isn't as easy as it looks, doesn't came with enough yellow frosting, and the frosting doesn't stick very well. My 5 year old did like making it though.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
782,B0018DQFPC,A18OUU4I29BU9F,"Jennifer L. Eidsvold ""ShaylaRed""",1262649600,"I am a preschool teacher and do a G is for Gingerbread unit every January. I was on vacation during Christmas and when I got back not a gingerbread kit was to be found. Which is odd. I needed one for my preschool class and needed it in less then a week. I looked everywhere and could not find ont. So I had one overnighted from Amazon on NYE and it came yesterday. I pick this one because of the Rudolph theme. The gingerbread itself came broken. Like unable to use would need a glue gun to get it to work broken. It's non returnable. I called Amazon, they were nice enough to order me a second one since I spend a ton of money each year with them. This one also came broken. I order A LOT from Amazon and things do not come broken. I think only one time have I had returned something because it was broken in 100's of orders. But two of the same thing in a row?! I think it's the kit itself and nothing to do with how it was shipped. I will say most come UPS and overnight comes Fed Ed. But it's bubble wrapped very well. I think the gingerbread isn't good and cracks in shipping and breaks off. The rest of the kit is very cute. The first kit the candies had spilled out and where a mess in the box. But the second kit while the gingerbread was all broken up again the candies were all in their bags. Too bad. But I would try something else, stay away from this one.",-1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
783,B0018DQFPC,A13HTFH4ZY0NCE,NatalieVee,1291161600,"I was pleasantly surprised to find this item had been delivered the day after my order, my speediest delivery to date. It probably helps my location is near. Everything looks just as described and pictured and I'm very happy to have done business with this seller. The Gingerbread house was carefully packaged as not to harm the fragile pieces inside. I'm excited to give this item as a gift.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
